config_id,proposal_id,seed,n_nodes,n_edges,mean_degree,max_degree,min_degree,degree_gini,global_clustering,mean_path_length,modularity,n_components,largest_component_size,is_connected,attempts
5,shared_workplace,5006,100,400,8.0,12,1,0.14797499999999997,0.1328975468975469,2.4872727272727273,0.33569375,1,100,True,1
6,srma,6000,100,294,5.88,25,3,0.3355102040816327,0.18843219610290546,2.6153535353535355,0.34488523300476653,1,100,True,1
6,wealth_tax,6001,100,294,5.88,28,3,0.35309523809523813,0.2634017231134878,2.60969696969697,0.36293326854551344,1,100,True,1
6,un_veto,6002,100,294,5.88,20,3,0.3355102040816327,0.21805044705896098,2.6680808080808083,0.37732541996390395,1,100,True,1
6,aesthetic_objectivity,6003,100,294,5.88,27,3,0.34170068027210876,0.21621843352725706,2.624848484848485,0.3732877504743394,1,100,True,1
6,meaning_of_life,6004,100,294,5.88,28,3,0.3274829931972789,0.20541286164815578,2.6903030303030304,0.38747743995557404,1,100,True,1
6,regifting,6005,100,294,5.88,24,3,0.34081632653061233,0.18650792666524932,2.6284848484848484,0.3663172752094035,1,100,True,1
6,shared_workplace,6006,100,294,5.88,23,3,0.3158163265306122,0.2077625106904283,2.723030303030303,0.39225554167245125,1,100,True,1
7,srma,7000,100,390,7.8,37,4,0.33028205128205124,0.2052738355300948,2.372929292929293,0.2854043392504931,1,100,True,1
7,wealth_tax,7001,100,390,7.8,31,4,0.326051282051282,0.19505601492166913,2.3844444444444446,0.299516765285996,1,100,True,1
7,un_veto,7002,100,390,7.8,30,4,0.32474358974358974,0.22813126767174743,2.411717171717172,0.3089381985535832,1,100,True,1
7,aesthetic_objectivity,7003,100,390,7.8,29,4,0.3294358974358975,0.20860044416667203,2.387676767676768,0.3050723208415516,1,100,True,1
7,meaning_of_life,7004,100,390,7.8,36,4,0.3091538461538461,0.19553415965671533,2.3866666666666667,0.2876561472715319,1,100,True,1
7,regifting,7005,100,390,7.8,40,4,0.3225128205128205,0.24726232978146423,2.373939393939394,0.32114727153188694,1,100,True,1
7,shared_workplace,7006,100,390,7.8,32,4,0.3242564102564103,0.21507312290540592,2.403636363636364,0.3102432610124918,1,100,True,1
8,srma,8000,100,294,5.88,22,3,0.3392857142857142,0.28655035160917514,2.6917171717171717,0.39967143319913,1,100,True,1
8,wealth_tax,8001,100,294,5.88,34,3,0.3443877551020409,0.36816614895252664,2.6543434343434344,0.4271889027719932,1,100,True,1
8,un_veto,8002,100,294,5.88,28,3,0.33908163265306124,0.3767210755475461,2.669090909090909,0.44361145818871767,1,100,True,1
